,1t,2t,4t,5t,10t,20t,25t,50t,100t,125t,250t,500t
entrada,"[0.18645199999999998, 0.248906, 0.227521, 0.221467, 0.243049, 0.214393, 0.19103299999999998, 0.235432, 0.253732, 0.189882]","[0.239557, 0.234374, 0.215946, 0.240143, 0.193471, 0.199014, 0.214053, 0.228313, 0.22938899999999998, 0.233452]","[0.247941, 0.22178499999999998, 0.225566, 0.244993, 0.26665099999999997, 0.24146, 0.22972499999999998, 0.233312, 0.196575, 0.194184]","[0.229988, 0.219771, 0.22562000000000001, 0.23932799999999999, 0.24090699999999998, 0.21861000000000003, 0.219825, 0.230366, 0.24307499999999999, 0.239536]","[0.24797000000000002, 0.231809, 0.22991799999999998, 0.23882699999999998, 0.22449000000000002, 0.22664399999999998, 0.242605, 0.224981, 0.21517499999999998, 0.194105]","[0.185835, 0.201172, 0.220568, 0.228177, 0.23751000000000003, 0.22360000000000002, 0.268046, 0.21339899999999998, 0.229758, 0.224856]","[0.22278599999999998, 0.21758899999999998, 0.214891, 0.21764599999999998, 0.22646899999999998, 0.234461, 0.23527299999999998, 0.248751, 0.23085899999999998, 0.218603]","[0.241662, 0.2376, 0.21245599999999998, 0.268175, 0.220076, 0.217266, 0.226763, 0.23852099999999998, 0.231037, 0.231456]","[0.238757, 0.22896000000000002, 0.22178199999999998, 0.19189799999999999, 0.212842, 0.20638199999999998, 0.23169599999999999, 0.22686299999999998, 0.185105, 0.235515]","[0.22674699999999998, 0.232397, 0.231425, 0.22355899999999998, 0.238147, 0.215601, 0.22514, 0.186189, 0.187686, 0.220238]","[0.228022, 0.224714, 0.18631599999999998, 0.22985000000000003, 0.23479599999999998, 0.20585399999999998, 0.23257699999999998, 0.192108, 0.22295, 0.232614]","[0.280186, 0.23174699999999998, 0.26165499999999997, 0.23749199999999998, 0.221997, 0.252167, 0.238305, 0.193038, 0.24625699999999998, 0.277004]"
